transaction_id,date,merchant,amount,category,accounting_code,accounting_type,tax_deductible,department,extraction_confidence
TXN-00217,2024-07-30,Microsoft Azure,300.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-00218,2024-10-15,Salesforce,600.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8799999999999999
TXN-00219,2024-06-30,Comcast,200.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-00220,2024-02-18,Linkedin Ads,2500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.95
TXN-00221,2024-10-23,Doordash,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.95
TXN-00222,2024-03-31,Linkedin Ads,1000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Finance,0.8999999999999999
TXN-00223,2024-04-06,Herman Miller,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.95
TXN-00224,2024-09-13,Deloitte,25000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.8999999999999999
TXN-00225,2024-02-16,Linkedin Ads,5000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Marketing,0.8999999999999999
TXN-00226,2024-11-01,Staples,500.0,Office Supplies,6100,Operating Expense - Office,Yes,Finance,0.8999999999999999
TXN-00227,2024-06-03,Microsoft Azure,1500.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-00228,2024-09-09,Herman Miller,800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Marketing,0.8999999999999999
TXN-00229,2024-11-11,Best Buy,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-00230,2025-02-24,Hilton Hotels,120.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Operations,0.95
TXN-00231,2024-02-09,Lawdepot,200.0,Legal Services,6710,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-00232,2024-07-28,Verizon,350.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Marketing,0.8999999999999999
TXN-00233,2025-01-10,Twilio,200.0,Software - Communications,6340,Operating Expense - Technology,Yes,Sales,0.8999999999999999
TXN-00234,2025-01-21,Fedex,300.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Finance,0.8999999999999999
TXN-00235,2024-07-02,Datadog,3000.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Finance,0.8999999999999999
TXN-00236,2024-07-06,Deloitte,25000.0,Professional Services,6700,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-00237,2025-01-07,Herman Miller,1500.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.95
TXN-00238,2024-12-27,Office Depot,200.0,Office Supplies,6100,Operating Expense - Office,Yes,Operations,0.8799999999999999
TXN-00239,2024-09-26,Linkedin Ads,2500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Finance,0.95
TXN-00240,2024-08-21,Amazon Business,100.0,Office Supplies,6100,Operating Expense - Office,Yes,Engineering,0.8999999999999999
TXN-00241,2025-01-08,Slack,125.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-00242,2024-06-15,Ikea,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.8999999999999999
TXN-00243,2024-05-21,Slack,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-00244,2024-11-01,Deloitte,5000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-00245,2025-01-25,Grubhub,180.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.8999999999999999
TXN-00246,2024-05-30,Steelcase,1800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),HR,0.8999999999999999
TXN-00247,2024-07-07,Accenture,3000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-00248,2024-10-07,Xero,200.0,Accounting Software,6720,Operating Expense - Services,Yes,Sales,0.95
TXN-00249,2025-02-04,Mckinsey,30000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.93
TXN-00250,2024-03-29,Quickbooks,600.0,Accounting Software,6720,Operating Expense - Services,Yes,Marketing,0.8999999999999999
TXN-00251,2025-01-10,Comcast,70.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Sales,0.95
TXN-00252,2024-07-15,Verizon,200.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Marketing,0.95
TXN-00253,2024-12-05,Microsoft Azure,3000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-00254,2024-07-08,Mckinsey,6000.0,Professional Services,6700,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-00255,2024-12-11,Pwc,4000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-00256,2025-02-02,Xero,99.0,Accounting Software,6720,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-00257,2024-02-24,Stripe,2500.0,Software - Payments,6350,Operating Expense - Technology,Yes,Operations,0.95
TXN-00258,2024-06-23,Zoom,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,HR,0.8999999999999999
TXN-00259,2024-12-19,Lawdepot,200.0,Legal Services,6710,Operating Expense - Services,Yes,HR,0.95
TXN-00260,2025-03-09,Dell,1200.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8799999999999999
TXN-00261,2025-03-16,Accenture,15000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.8799999999999999
TXN-00262,2024-10-09,Herman Miller,800.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Sales,0.8999999999999999
TXN-00263,2024-09-20,Linkedin Ads,5000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.8999999999999999
TXN-00264,2024-09-05,Microsoft Azure,300.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Engineering,0.95
TXN-00265,2024-11-13,Hubspot,200.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,Finance,0.8999999999999999
TXN-00266,2024-10-03,Marriott Hotels,250.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-00267,2024-11-22,Slack Inc,125.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.95
TXN-00268,2024-11-16,Doordash,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-00269,2024-02-27,Salesforce,300.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Operations,0.95
TXN-00270,2024-07-28,Hilton Hotels,700.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-00271,2025-01-01,Office Depot,350.0,Office Supplies,6100,Operating Expense - Office,Yes,HR,0.95
TXN-00272,2024-04-29,Facebook Ads Inc,4000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Finance,0.95
TXN-00273,2025-01-10,Lawdepot,500.0,Legal Services,6710,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-00274,2024-05-27,Doordash,25.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.8999999999999999
TXN-00275,2025-02-22,Grubhub,180.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-00276,2024-12-02,Deloitte,10000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-00277,2024-04-07,Salesforce,2500.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-00278,2024-01-25,Quickbooks,300.0,Accounting Software,6720,Operating Expense - Services,Yes,Sales,0.8799999999999999
TXN-00279,2024-03-08,United Airlines,1200.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.93
TXN-00280,2024-07-23,Herman Miller,3000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Engineering,0.8999999999999999
TXN-00281,2024-09-25,Zoom,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Marketing,0.95
TXN-00282,2025-02-21,Linkedin Ads,400.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,HR,0.8999999999999999
TXN-00283,2024-08-02,Time Warner,60.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-00284,2025-02-10,Datadog,3000.0,Software - Monitoring,6330,Operating Expense - Technology,Yes,Finance,0.8999999999999999
TXN-00285,2024-02-19,Stripe,2500.0,Software - Payments,6350,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-00286,2024-03-03,Lyft,12.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-00287,2024-11-24,Uber,25.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-00288,2025-03-17,United Airlines,250.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Finance,0.8999999999999999
TXN-00289,2024-07-14,Dell,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.8999999999999999
TXN-00290,2024-10-28,Pwc,8000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.8999999999999999
TXN-00291,2025-03-05,Airbnb,80.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Engineering,0.95
TXN-00292,2024-04-18,Fedex,500.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.95
TXN-00293,2024-07-02,Microsoft Azure,800.0,Software - Cloud,6310,Operating Expense - Technology,Yes,HR,0.95
TXN-00294,2024-11-13,Aws,2341.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.95
TXN-00295,2024-11-26,Herman Miller,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.95
TXN-00296,2025-03-15,Xero,400.0,Accounting Software,6720,Operating Expense - Services,Yes,Marketing,0.8999999999999999
TXN-00297,2024-06-05,Salesforce,300.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Marketing,0.8999999999999999
TXN-00298,2024-04-29,Dell,500.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.95
TXN-00299,2024-12-31,Accenture,7000.0,Professional Services,6700,Operating Expense - Services,Yes,Finance,0.93
TXN-00300,2024-06-14,Grubhub,100.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),HR,0.95
TXN-00301,2024-02-17,Quickbooks,600.0,Accounting Software,6720,Operating Expense - Services,Yes,Sales,0.8799999999999999
TXN-00302,2024-02-06,Pwc,8000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.8999999999999999
TXN-00303,2025-01-29,Hilton Hotels,220.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-00304,2025-03-31,Office Depot,200.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.8799999999999999
TXN-00305,2024-06-14,Lenovo,1000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.95
TXN-00306,2024-09-06,American Airlines,950.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-00307,2024-03-06,Linkedin Ads,5000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Finance,0.8999999999999999
TXN-00308,2024-07-21,Twilio,50.0,Software - Communications,6340,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-00309,2025-01-05,Amazon,599.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Marketing,0.8999999999999999
TXN-00310,2024-01-24,Dhl,30.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.95
TXN-00311,2024-07-23,Apple Inc,199.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),HR,0.8999999999999999
TXN-00312,2024-03-06,Zoom,100.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-00313,2025-01-16,Accenture,3000.0,Professional Services,6700,Operating Expense - Services,Yes,Operations,0.8799999999999999
TXN-00314,2024-03-17,Ubereats,185.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Sales,0.8999999999999999
TXN-00315,2024-01-08,Zoom,200.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-00316,2025-03-14,American Airlines,950.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.8999999999999999
TXN-00317,2025-02-18,Ubereats,20.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-00318,2024-12-19,Aws,500.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Marketing,0.95
TXN-00319,2024-06-05,Accenture,15000.0,Professional Services,6700,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-00320,2024-11-13,Dhl,30.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Marketing,0.95
TXN-00321,2024-01-18,Delta Airlines,280.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.95
TXN-00322,2024-02-21,Accenture,15000.0,Professional Services,6700,Operating Expense - Services,Yes,Engineering,0.95
TXN-00323,2024-01-12,Restaurants.Com,300.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-00324,2024-10-07,Airbnb,150.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Operations,0.8999999999999999
TXN-00325,2024-05-12,Ikea,1200.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Operations,0.8999999999999999
TXN-00326,2024-02-10,At&T,80.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Marketing,0.8999999999999999
TXN-00327,2025-03-13,Steelcase,2500.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Finance,0.95
TXN-00328,2025-02-11,Restaurants.Com,300.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Finance,0.8999999999999999
TXN-00329,2024-03-12,Ubereats,185.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Operations,0.95
TXN-00330,2024-08-11,Delta Airlines,280.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Finance,0.95
TXN-00331,2024-02-15,Lawdepot,1000.0,Legal Services,6710,Operating Expense - Services,Yes,Sales,0.95
TXN-00332,2024-11-15,Github,21.0,Software - Development,6360,Operating Expense - Technology,Yes,HR,0.8999999999999999
TXN-00333,2024-12-24,Southwest Airlines,1000.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Finance,0.95
TXN-00334,2024-07-24,Time Warner,100.0,Utilities - Internet,6610,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-00335,2024-01-31,Xero,400.0,Accounting Software,6720,Operating Expense - Services,Yes,HR,0.8999999999999999
TXN-00336,2024-02-08,Restaurants.Com,300.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.95
TXN-00337,2024-03-13,Zoom,299.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Engineering,0.8999999999999999
TXN-00338,2024-07-21,United Airlines,450.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Operations,0.8799999999999999
TXN-00339,2024-07-24,Dhl,150.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.8999999999999999
TXN-00340,2024-01-25,Linkedin Ads,2500.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Engineering,0.95
TXN-00341,2024-06-26,Verizon,100.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Operations,0.8999999999999999
TXN-00342,2024-01-07,Mckinsey,15000.0,Professional Services,6700,Operating Expense - Services,Yes,Operations,0.8799999999999999
TXN-00343,2025-01-17,Chipotle,10.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.95
TXN-00344,2024-09-22,Southwest Airlines,1000.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.95
TXN-00345,2024-01-29,Steelcase,1000.0,Furniture - Fixed Asset,1540,Fixed Asset - Furniture,Yes (Depreciated),Finance,0.8999999999999999
TXN-00346,2024-11-26,Delta Airlines,900.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,HR,0.8999999999999999
TXN-00347,2025-01-03,Amazon Business,100.0,Office Supplies,6100,Operating Expense - Office,Yes,Operations,0.8999999999999999
TXN-00348,2024-01-29,Github Inc,231.0,Software - Development,6360,Operating Expense - Technology,Yes,Marketing,0.8999999999999999
TXN-00349,2024-10-25,Lenovo,400.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Sales,0.8999999999999999
TXN-00350,2024-07-16,Delta Airlines,280.0,Travel - Airfare,6400,Operating Expense - Travel,Yes,Sales,0.8799999999999999
TXN-00351,2024-12-15,Github,21.0,Software - Development,6360,Operating Expense - Technology,Yes,Operations,0.8799999999999999
TXN-00352,2025-02-18,At&T,150.0,Utilities - Telecom,6600,Operating Expense - Utilities,Yes,Operations,0.95
TXN-00353,2025-02-01,Google Cloud,400.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Engineering,0.95
TXN-00354,2024-04-04,Aws,5000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Finance,0.8799999999999999
TXN-00355,2024-07-06,Amazon,599.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Engineering,0.8999999999999999
TXN-00356,2025-01-20,Xero Inc,200.0,Accounting Software,6720,Operating Expense - Services,Yes,Marketing,0.95
TXN-00357,2025-03-13,Deloitte,10000.0,Professional Services,6700,Operating Expense - Services,Yes,Marketing,0.95
TXN-00358,2025-02-13,Starbucks,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Engineering,0.8999999999999999
TXN-00359,2024-08-19,Staples,150.0,Office Supplies,6100,Operating Expense - Office,Yes,Operations,0.8799999999999999
TXN-00360,2024-12-26,Fedex,20.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,Engineering,0.8999999999999999
TXN-00361,2024-06-12,Stripe,2500.0,Software - Payments,6350,Operating Expense - Technology,Yes,Engineering,0.8799999999999999
TXN-00362,2024-04-18,Salesforce,300.0,Software - SaaS,6320,Operating Expense - SaaS,Yes,Finance,0.8999999999999999
TXN-00363,2024-07-06,Twilio,50.0,Software - Communications,6340,Operating Expense - Technology,Yes,Sales,0.8799999999999999
TXN-00364,2024-10-21,Microsoft Azure,3000.0,Software - Cloud,6310,Operating Expense - Technology,Yes,Operations,0.8999999999999999
TXN-00365,2025-01-04,Chipotle,15.0,Meals & Entertainment,6500,Operating Expense - Meals,Partial (50%),Marketing,0.95
TXN-00366,2024-11-22,Ups,350.0,Shipping & Logistics,6900,Operating Expense - Shipping,Yes,HR,0.95
TXN-00367,2024-02-16,Airbnb,600.0,Travel - Lodging,6420,Operating Expense - Travel,Yes,Marketing,0.8999999999999999
TXN-00368,2024-10-31,Amazon Business,500.0,Office Supplies,6100,Operating Expense - Office,Yes,Marketing,0.95
TXN-00369,2024-05-04,Google Ads,1000.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Sales,0.8999999999999999
TXN-00370,2024-07-05,Facebook Ads,800.0,Marketing - Digital,6800,Operating Expense - Marketing,Yes,Marketing,0.95
TXN-00371,2024-11-17,Uber,120.0,Travel - Ground,6410,Operating Expense - Travel,Yes,Sales,0.95
TXN-00372,2024-06-26,Accenture,15000.0,Professional Services,6700,Operating Expense - Services,Yes,Operations,0.8999999999999999
TXN-00373,2024-07-25,Hubspot,200.0,Marketing - Software,6810,Operating Expense - Marketing,Yes,HR,0.8999999999999999
TXN-00374,2024-12-19,Amazon Business,100.0,Office Supplies,6100,Operating Expense - Office,Yes,Finance,0.95
TXN-00375,2024-03-14,Lawdepot,500.0,Legal Services,6710,Operating Expense - Services,Yes,Sales,0.8999999999999999
TXN-00376,2024-12-24,Xero Inc,99.0,Accounting Software,6720,Operating Expense - Services,Yes,Sales,0.95
TXN-00377,2024-09-20,Lenovo,1000.0,Hardware - Equipment,1520,Fixed Asset - Equipment,Yes (Depreciated),Operations,0.8999999999999999
